# Generated from /Users/suhjungdae/code/columbia/simsopt-jax-shared-jax/.artifacts/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/remote_artifacts/artifacts/integration_jax_chunked_gpu/batches/*.xml
# Columns: batch, classname, name, kind, first_failure_or_error_line
batch	classname	name	kind	first_failure_or_error_line
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_backtracks_nonfinite_value_candidate	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_dense_steps_use_materialized_solve	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_nonfinite_operator_step_fails_without_dense_fallback	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_quadratic	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_refines_nontrivial_gmres_residual	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_rejects_nonfinite_gradient_norm_candidate	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_reference_lbfgs_trace_uses_host_core_without_scipy	failure	RuntimeError: optimizer_jax_reference.reference_minimize cannot use the host-side SciPy reference optimizer lane for method='lbfgs-trace' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_reference_scipy_adapter_rejects_non_scalar_objective	failure	RuntimeError: optimizer_jax_reference._scipy_minimize_value_and_grad cannot use the host SciPy adapter for method='bfgs' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_reference_scipy_adapters_materialize_host_contract[_scipy_minimize-<lambda>]	failure	RuntimeError: optimizer_jax_reference._scipy_minimize cannot use the host SciPy adapter for method='lbfgs' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_reference_scipy_adapters_materialize_host_contract[_scipy_minimize_value_and_grad-<lambda>]	failure	RuntimeError: optimizer_jax_reference._scipy_minimize_value_and_grad cannot use the host SciPy adapter for method='lbfgs' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_scipy_bfgs_strips_limited_memory_and_callback_options	failure	RuntimeError: optimizer_jax_reference._scipy_minimize cannot use the host SciPy adapter for method='bfgs' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_scipy_minimize_does_not_cache_unmarked_objective	failure	RuntimeError: optimizer_jax_reference._scipy_minimize cannot use the host SciPy adapter for method='lbfgs' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_target_public_lbfgs_routes_through_typed_jax_minimize[optax-lbfgs-ondevice-optax-lbfgs-optax_lbfgs-OptaxLBFGSOptions-9]	failure	KeyError: 'driver'
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_target_public_lbfgs_routes_through_typed_jax_minimize[optimistix-lbfgs-ondevice-optimistix-lbfgs-optimistix_lbfgs-OptimistixLBFGSOptions-None]	failure	KeyError: 'driver'
batch_005	tests.geo.test_boozersurface_jax_private	test_line_search_value_and_grad_accepts_finite_decrease_when_armijo_misses	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_line_search_value_and_grad'
batch_005	tests.geo.test_boozersurface_jax_private	test_line_search_value_and_grad_shrinks_past_nonfinite_trial_gradient	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_line_search_value_and_grad'
batch_005	tests.geo.test_boozersurface_jax_private	test_line_search_value_and_grad_skips_zero_step_reevaluation_with_explicit_state	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_line_search_value_and_grad'
batch_005	tests.geo.test_boozersurface_jax_private	test_line_search_value_and_grad_uses_explicit_initial_step_size	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_line_search_value_and_grad'
batch_005	tests.geo.test_boozersurface_jax_private	test_optimizer_dtype_uses_dtype_attr_without_eager_hostification	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_optimizer_dtype'. Did you mean: '_optimizer_scalar'?
batch_005	tests.geo.test_boozersurface_jax_private	test_zoom_reuses_cached_bracketing_sample_without_extra_eval	failure	AttributeError: <function _line_search at 0x76191ed774c0> has no attribute '_cubicmin'
batch_005	tests.geo.test_boozersurface_jax_private.TestOptimizerAdapterPrivate	test_line_search_promotes_integer_inputs_to_inexact_dtype	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_line_search'
batch_005	tests.geo.test_boozersurface_jax_private.TestOptimizerAdapterPrivate	test_line_search_zoom2_reversed_bracket_does_not_fail	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_line_search'
batch_005	tests.geo.test_boozersurface_jax_private.TestOptimizerAdapterPrivate	test_line_search_zoom_respects_total_eval_budget	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_line_search'
batch_005	tests.geo.test_boozersurface_jax_private.TestOptimizerAdapterPrivate	test_minimize_bfgs_private_failed_state_does_not_flip_to_converged	failure	AttributeError: module 'simsopt_jax.geo.optimizers.optimizer' has no attribute '_BFGSResults'
batch_006		tests.geo.test_curve_objectives	error	collection failure
batch_006		tests.geo.test_curve_objectives_jax	error	collection failure
batch_006		tests.geo.test_curveobjectives_item07_closeout	error	collection failure
batch_006	tests.geo.test_curve.Testing	test_surface_rzfourier_paired_lin_methods_match_grid_diagonal	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'gammadash1_lin'. Did you mean: 'gammadash1'?
batch_006	tests.geo.test_curve.Testing	test_surface_rzfourier_third_paired_lin_methods_match_fd	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'gammadash1dash1_lin'. Did you mean: 'gammadash1dash1'?
batch_006	tests.geo.test_curve_item05_closeout	test_curve_least_squares_fit_cpu_boundary_materializes_jax_spec[CurveHelical]	failure	NotImplementedError: Curve type CurveHelical does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_least_squares_fit_cpu_boundary_materializes_jax_spec[CurvePlanarFourier]	failure	NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_least_squares_fit_cpu_boundary_materializes_jax_spec[CurveRZFourier]	failure	NotImplementedError: Curve type CurveRZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_least_squares_fit_cpu_boundary_materializes_jax_spec[CurveXYZFourier]	failure	NotImplementedError: Curve type CurveXYZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gamma-CurveHelical]	failure	NotImplementedError: Curve type CurveHelical does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gamma-CurvePlanarFourier]	failure	NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gamma-CurveRZFourier]	failure	NotImplementedError: Curve type CurveRZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gamma-CurveXYZFourier]	failure	NotImplementedError: Curve type CurveXYZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadash-CurveHelical]	failure	NotImplementedError: Curve type CurveHelical does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadash-CurvePlanarFourier]	failure	NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadash-CurveRZFourier]	failure	NotImplementedError: Curve type CurveRZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadash-CurveXYZFourier]	failure	NotImplementedError: Curve type CurveXYZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdash-CurveHelical]	failure	NotImplementedError: Curve type CurveHelical does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdash-CurvePlanarFourier]	failure	NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdash-CurveRZFourier]	failure	NotImplementedError: Curve type CurveRZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdash-CurveXYZFourier]	failure	NotImplementedError: Curve type CurveXYZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdashdash-CurveHelical]	failure	NotImplementedError: Curve type CurveHelical does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdashdash-CurvePlanarFourier]	failure	NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdashdash-CurveRZFourier]	failure	NotImplementedError: Curve type CurveRZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_named_geometry_vjp_wrappers_match_cpu_derivatives[gammadashdashdash-CurveXYZFourier]	failure	NotImplementedError: Curve type CurveXYZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_perturbed_named_geometry_vjp_wrappers_match_base_cpu_derivatives	failure	NotImplementedError: Curve type CurvePerturbed does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[incremental_arclength-CurveHelical]	failure	NotImplementedError: Curve type CurveHelical does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[incremental_arclength-CurvePlanarFourier]	failure	NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[incremental_arclength-CurveRZFourier]	failure	NotImplementedError: Curve type CurveRZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[incremental_arclength-CurveXYZFourier]	failure	NotImplementedError: Curve type CurveXYZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[kappa-CurveHelical]	failure	NotImplementedError: Curve type CurveHelical does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[kappa-CurvePlanarFourier]	failure	NotImplementedError: Curve type CurvePlanarFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[kappa-CurveRZFourier]	failure	NotImplementedError: Curve type CurveRZFourier does not expose an immutable JAX spec.
batch_006	tests.geo.test_curve_item05_closeout	test_curve_scalar_derivative_wrappers_match_cpu_derivatives[kappa-CurveXYZFourier]	failure	NotImplementedError: Curve type CurveXYZFourier does not expose an immutable JAX spec.
